animal,avg_ibi,avg_spikes_burst,bf,bfr,group,max_spikes_burst,max_sync_bf_dist,max_sync_coef,mean_sync_bf_dist,mean_sync_coef,p_bursting_spikes,p_bursting_time,sfr,sync_n
D3,6.051770365238189,3.238095238095238,15997.0,0.1367187445672852,ET,5.0,,0.0,,0.0,4.314720812182741,0.2390930023653109,10.260416258954356,0
D3,10.97789098819097,3.4615384615384617,14417.0,0.0846354133035575,ET,6.0,,0.0,,0.0,5.535055350553505,0.3191730812023846,5.292968539676327,0
D3,12.14185881614685,3.090909090909091,17750.0,0.07161458048762558,ET,4.0,,0.0,,0.0,5.0,0.24698658175323082,4.427083157416854,0
D3,20.976885747909545,3.1666666666666665,15997.0,0.039062498447795774,ET,4.0,,0.0,,0.0,3.3807829181494666,0.14157359857068066,3.6588540212768703,0
D3,6.518198096233865,3.25,5655.0,0.1562499937911831,ET,5.0,1555.0,0.014615026748058153,1555.0,0.014615026748058153,4.0519480519480515,0.19906677756441524,12.532551585334476,1
D3,13.9494559235043,3.3,10554.0,0.06510416407965962,ET,5.0,,0.0,,0.0,5.238095238095238,0.31664019434093654,4.101562337018556,0
D3,12.121036767959595,3.0,9512.0,0.03255208203982981,ET,3.0,1555.0,0.014615026748058153,1555.0,0.014615026748058153,2.11864406779661,0.09888006602207557,4.609374816839901,1
D3,,,15997.0,0.0,ET,,1555.0,0.014615026748058153,1555.0,0.014615026748058153,0.0,0.0,0.6575520572045621,1
D3,11.157594108581543,3.1818181818181817,12993.0,0.07161458048762558,ET,4.0,1555.0,0.014615026748058153,1555.0,0.014615026748058153,3.19926873857404,0.18274659185621772,7.122395550314762,1
D3,7.585357374615139,3.210526315789474,8573.0,0.12369791175135328,ET,4.0,1555.0,0.014615026748058153,1555.0,0.014615026748058153,5.156382079459002,0.26336000806649495,7.701822610623733,1
D3,21.653435707092285,3.142857142857143,6275.0,0.04557291485576173,ET,4.0,,0.0,,0.0,5.714285714285714,0.28181323282666076,2.5065103170668954,0
D3,7.494500350952149,3.0952380952380953,6275.0,0.1367187445672852,ET,4.0,1555.0,0.014615026748058153,1555.0,0.014615026748058153,4.580690627202255,0.22085336090710317,9.2382808829037,1
D3,16.707265430026585,3.3,10554.0,0.06510416407965962,ET,5.0,1555.0,0.014615026748058153,1555.0,0.014615026748058153,4.52054794520548,0.2813871527657051,4.752603977815152,1
D3,20.169768946511404,3.125,14417.0,0.052083331263727696,ET,4.0,1555.0,0.014615026748058153,1555.0,0.014615026748058153,3.467406380027739,0.184986577779588,4.6940102301434585,1
D3,,,15997.0,0.0,ET,,1555.0,0.014615026748058153,1555.0,0.014615026748058153,0.0,0.0,0.8333333002196431,1
D3,8.179261445999146,3.388888888888889,14417.0,0.11718749534338731,ET,6.0,1555.0,0.014615026748058153,1555.0,0.014615026748058153,3.6702767749699152,0.19877279008337695,10.820312070039428,1
D3,10.269017881817287,3.0,11710.0,0.06510416407965962,ET,3.0,1555.0,0.009865599454365832,777.5,0.007957233190561038,2.6200873362445414,0.11962651731067828,7.454426787121026,2
D3,6.674425526669151,3.3,10554.0,0.13020832815931924,ET,8.0,,0.0,,0.0,4.6643109540636045,0.263359852846072,9.212239217271836,0
D3,10.960877088400034,3.357142857142857,6963.0,0.09114582971152346,ET,5.0,1555.0,0.014615026748058153,1555.0,0.014615026748058153,4.284412032816773,0.22138669828030674,7.14192679953866,1
D3,61.047234535217285,3.3333333333333335,15997.0,0.019531249223897887,ET,4.0,1555.0,0.006494560394427838,1555.0,0.006494560394427838,1.9083969465648856,0.09634671349935876,3.411458197774164,1
D3,13.936353286107382,3.75,12993.0,0.026041665631863848,ET,6.0,1555.0,0.006494560394427838,1555.0,0.006494560394427838,4.143646408839778,0.22069317343063458,2.3567707396836783,1
D3,15.462342643737793,3.5,15997.0,0.039062498447795774,ET,5.0,1555.0,0.006494560394427838,1555.0,0.006494560394427838,6.382978723404255,0.33589326994048474,2.1419269982208013,1
D3,9.609596337590899,3.3333333333333335,15997.0,0.09765624611948942,ET,4.0,1555.0,0.006494560394427838,1555.0,0.006494560394427838,2.679528403001072,0.15290670731041006,12.148437017264484,1
D3,43.025203227996826,4.0,14417.0,0.013020832815931924,ET,5.0,1555.0,0.006494560394427838,1555.0,0.006494560394427838,2.973977695167286,0.1932801601974106,1.7513020137428437,1
D3,26.65130395889282,3.3333333333333335,15997.0,0.039062498447795774,ET,5.0,1555.0,0.006494560394427838,1555.0,0.006494560394427838,8.51063829787234,0.51223981331826,1.529947855872001,1
D3,71.4996120929718,3.0,15997.0,0.013020832815931924,ET,3.0,1555.0,0.006494560394427838,1555.0,0.006494560394427838,2.608695652173913,0.14634662657592193,1.4973957738321713,1
D3,44.48879957199097,3.0,15997.0,0.026041665631863848,ET,3.0,1555.0,0.006494560394427838,1555.0,0.006494560394427838,5.0,0.1959465366225824,1.5624999379118307,1
D3,10.864971780776978,3.090909090909091,15997.0,0.07161458048762558,ET,4.0,1555.0,0.006494560394427838,1555.0,0.006494560394427838,1.2121212121212122,0.06197299562005219,18.26171802434452,1
D3,7.463570086161296,3.5625,14417.0,0.10416666252745539,ET,5.0,1555.0,0.006494560394427838,1555.0,0.006494560394427838,6.985294117647059,0.38357341379628923,5.312499788900225,1
D3,11.69823232293129,3.3333333333333335,15997.0,0.058593747671693654,ET,4.0,1555.0,0.006494560394427838,1555.0,0.006494560394427838,5.253940455341506,0.22994663894388523,3.7174477689485643,1
D3,9.356682964733668,3.2,15997.0,0.09765624611948942,ET,4.0,1555.0,0.006494560394427838,1555.0,0.006494560394427838,3.902439024390244,0.20621328105675057,8.007812181798133,1
D3,,3.0,15997.0,0.006510416407965962,ET,3.0,1555.0,0.006494560394427838,1555.0,0.006494560394427838,1.1627906976744187,0.0387465876342222,1.679687433255218,1
D3,30.1290802359581,3.2,9854.0,0.03255208203982981,ET,4.0,0.0,0.017295567325516837,0.0,0.017295567325516837,8.743169398907105,0.36487990782142055,1.191406202657771,1
D3,,3.0,12560.0,0.006510416407965962,ET,3.0,2956.0,0.010842420387386094,2567.25,0.007739086075139278,10.0,0.2741599346534437,0.19531249223897884,4
D3,,,13462.0,0.0,ET,,0.0,0.017295567325516837,0.0,0.017295567325516837,0.0,0.0,0.5598958110850727,1
D3,20.377526235580444,3.1666666666666665,13937.0,0.039062498447795774,ET,4.0,2956.0,0.010842420387386094,2567.25,0.007739086075139278,3.298611111111111,0.148240160515302,3.749999850988394,4
D3,18.55565819144249,3.0,13937.0,0.058593747671693654,ET,3.0,0.0,0.017295567325516837,0.0,0.017295567325516837,5.027932960893855,0.21906677383912507,3.4960936110777214,1
D3,4.930720908301217,3.3793103448275863,16009.0,0.18880207583101288,ET,6.0,2956.0,0.010842420387386094,2567.25,0.007739086075139278,3.951612903225806,0.18991994848172075,16.145832691755587,4
D3,5.867366383473079,3.16,13003.0,0.16276041019914905,ET,5.0,0.0,0.017295567325516837,0.0,0.017295567325516837,2.266857962697274,0.11522632876132613,22.688801181761377,1
D3,6.61436619758606,3.0476190476190474,14937.0,0.1367187445672852,ET,4.0,2956.0,0.010842420387386094,2567.25,0.007739086075139278,1.6833245660178853,0.08730667606764332,24.75260318308659,4
D3,11.873396039009094,3.230769230769231,15464.0,0.0846354133035575,ET,5.0,0.0,0.017295567325516837,0.0,0.017295567325516837,5.35031847133758,0.2707464823326873,5.11067688025328,1
D3,,4.0,13937.0,0.006510416407965962,ET,4.0,0.0,0.017295567325516837,0.0,0.017295567325516837,4.25531914893617,0.25021330390519686,0.6119791423488004,1
D3,,,11320.0,0.0,ET,,4681.0,0.014003295864947118,2782.4285714285716,0.008898235729301717,0.0,0.0,11.614582871811276,7
D3,44.613672971725464,3.0,14428.0,0.013020832815931924,ET,3.0,0.0,0.017295567325516837,0.0,0.017295567325516837,5.454545454545454,0.23576010944405756,0.7161458048762558,1
D3,,,16574.0,0.0,ET,,0.0,0.017295567325516837,0.0,0.017295567325516837,0.0,0.0,0.7682291361399834,1
D3,32.29835271835327,3.0,17158.0,0.013020832815931924,ET,3.0,0.0,0.017295567325516837,0.0,0.017295567325516837,2.42914979757085,0.08445341425325814,1.6080728527675925,1
D3,12.413194298744202,4.333333333333333,13003.0,0.019531249223897887,ET,6.0,2956.0,0.010842420387386094,2567.25,0.007739086075139278,22.033898305084744,1.0219999803801385,0.3841145680699917,4
D3,8.772976636886597,3.0,14428.0,0.019531249223897887,ET,3.0,0.0,0.017295567325516837,0.0,0.017295567325516837,6.0402684563758395,0.21754685545774874,0.9700520447869283,1
D3,,,13003.0,0.0,ET,,1555.0,0.015953258390268364,777.5,0.00986642418091229,0.0,0.0,0.0,4
D3,,,13003.0,0.0,ET,,4681.0,0.014003295864947118,2782.4285714285716,0.008898235729301717,0.0,0.0,0.0,7
D3,16.171550691127777,3.2,15464.0,0.03255208203982981,ET,4.0,2956.0,0.010842420387386094,2567.25,0.007739086075139278,9.75609756097561,0.444266772249668,1.0677082909064177,4
D3,11.044754763444265,3.3076923076923075,15464.0,0.0846354133035575,ET,4.0,0.0,0.017295567325516837,0.0,0.017295567325516837,4.419321685508735,0.19674700834365652,6.334635164950881,1
D3,9.704022627610426,3.5714285714285716,15464.0,0.09114582971152346,ET,6.0,2956.0,0.010842420387386094,2567.25,0.007739086075139278,1.2388503468780971,0.08623984610081331,26.27604062255062,4
D3,11.129411734067476,3.2142857142857144,15464.0,0.09114582971152346,ET,5.0,0.0,0.017295567325516837,0.0,0.017295567325516837,1.6835016835016834,0.08911949538709739,17.402343058493017,1
D3,6.62047206787836,3.1818181818181817,15464.0,0.14322916097525115,ET,4.0,2956.0,0.010842420387386094,2567.25,0.007739086075139278,4.519044544867656,0.24373378257021178,10.084635015939275,4
D3,5.360228757858277,3.0384615384615383,15464.0,0.169270826607115,ET,4.0,0.0,0.017295567325516837,0.0,0.017295567325516837,1.4332365747460087,0.07823963028233726,35.88541524070838,1
D3,26.60870822270711,3.0,14428.0,0.026041665631863848,ET,3.0,2956.0,0.010842420387386094,2567.25,0.007739086075139278,2.5,0.10583999456604343,3.1249998758236615,4
D3,15.430594563484192,3.0,15464.0,0.019531249223897887,ET,3.0,0.0,0.017295567325516837,0.0,0.017295567325516837,2.112676056338028,0.08842643619869406,2.7734373897934996,1
D3,71.27568364143372,3.0,13003.0,0.019531249223897887,ET,3.0,2956.0,0.010842420387386094,2567.25,0.007739086075139278,21.951219512195124,0.7553333116438662,0.26692707272660443,4
D3,119.60299491882324,3.5,15464.0,0.013020832815931924,ET,4.0,0.0,0.017295567325516837,0.0,0.017295567325516837,6.363636363636363,0.31581333514796356,0.7161458048762558,1
D3,,,13937.0,0.0,ET,,2956.0,0.010842420387386094,2567.25,0.007739086075139278,0.0,0.0,0.29296873835846826,4
D3,,,16574.0,0.0,ET,,0.0,0.017295567325516837,0.0,0.017295567325516837,0.0,0.0,0.5403645618611749,1
D4,33.09705197811127,3.0,13931.0,0.02343750008731149,ENT,3.0,2636.0,0.015568246949416532,1563.5,0.013732839875221548,8.653846153846153,0.3740159808621406,0.8125000030267984,2
D4,,3.0,13931.0,0.00781250002910383,ENT,3.0,2636.0,0.015568246949416532,1563.5,0.013732839875221548,6.666666666666667,0.17107203666520132,0.35156250130967237,2
D4,20.64961528778076,3.2,12998.0,0.03906250014551915,ENT,4.0,1527.0,0.016813458129545752,590.2,0.011244009666964993,6.425702811244979,0.3183359292087552,1.9453125072468538,5
D4,,,14422.0,0.0,ENT,,2636.0,0.015568246949416532,1563.5,0.013732839875221548,0.0,0.0,0.21875000081490725,2
D4,6.286369730444515,3.0555555555555554,13931.0,0.14062500052386895,ENT,4.0,2636.0,0.015568246949416532,1563.5,0.013732839875221548,1.7828200972447326,0.07878411590600057,24.101562589785317,2
D4,,3.0,12998.0,0.00781250002910383,ENT,3.0,1527.0,0.016813458129545752,590.2,0.011244009666964993,2.2388059701492535,0.10569598565137381,1.0468750038999133,5
D4,24.03565549850464,3.0,15458.0,0.01562500005820766,ENT,3.0,2636.0,0.015568246949416532,1563.5,0.013732839875221548,15.384615384615385,0.8713278951917882,0.3046875011350494,2
D4,41.67282676696777,3.0,14422.0,0.01562500005820766,ENT,3.0,1527.0,0.016813458129545752,590.2,0.011244009666964993,6.451612903225806,0.2562558287987703,0.7265625027066562,5
D4,,3.0,15458.0,0.00781250002910383,ENT,3.0,2636.0,0.015568246949416532,1563.5,0.013732839875221548,8.108108108108109,0.48163198114049427,0.2890625010768417,2
D4,,,13931.0,0.0,ENT,,2636.0,0.015568246949416532,1563.5,0.013732839875221548,0.0,0.0,0.2812500010477379,2
D4,,3.0,17756.0,0.00781250002910383,ENT,3.0,2636.0,0.015568246949416532,1563.5,0.013732839875221548,2.272727272727273,0.049440004115700736,1.0312500038417056,2
D4,70.25233912467957,3.0,14931.0,0.01562500005820766,ENT,3.0,2636.0,0.015568246949416532,1563.5,0.013732839875221548,7.59493670886076,0.41289590452945196,0.6171875022992026,2
D4,37.59359304110209,3.0,14422.0,0.03125000011641532,ENT,3.0,1527.0,0.016813458129545752,590.2,0.011244009666964993,3.1914893617021276,0.12464001821219928,2.9375000109430403,5
D4,22.2195547580719,3.1666666666666665,17151.0,0.04687500017462298,ENT,4.0,2636.0,0.015568246949416532,1563.5,0.013732839875221548,7.169811320754717,0.3598721711332804,2.070312507712515,2
D4,,,15458.0,0.0,ENT,,1527.0,0.016813458129545752,590.2,0.011244009666964993,0.0,0.0,0.6328125023574103,5
D4,,,13931.0,0.0,ENT,,2636.0,0.015568246949416532,1563.5,0.013732839875221548,0.0,0.0,0.1796875006693881,2
D4,13.194635921054417,3.4,13931.0,0.0781250002910383,ENT,4.0,1527.0,0.016813458129545752,590.2,0.011244009666964993,5.537459283387622,0.2857603143370163,4.796875017869752,5
D4,16.579894099916732,3.0,13456.0,0.06250000023283064,ENT,3.0,2636.0,0.015568246949416532,1563.5,0.013732839875221548,4.285714285714286,0.15651155321490598,4.375000016298145,2
D4,,,14422.0,0.0,ENT,,1527.0,0.016813458129545752,590.2,0.011244009666964993,0.0,0.0,0.8203125030559022,5
D4,,3.0,16567.0,0.00781250002910383,ENT,3.0,2636.0,0.015568246949416532,1563.5,0.013732839875221548,1.9736842105263157,0.10556802192914494,1.1875000044237822,2
D4,60.252201080322266,3.0,13931.0,0.01562500005820766,ENT,3.0,2636.0,0.015568246949416532,1563.5,0.013732839875221548,3.1578947368421053,0.1443840568675997,1.4843750055297278,2
D4,123.57169127464294,3.0,15458.0,0.01562500005820766,ENT,3.0,2636.0,0.015568246949416532,1563.5,0.013732839875221548,7.894736842105263,0.47132782813656265,0.5937500022118911,2
D4,,3.0,15458.0,0.00781249988358468,ENT,3.0,3220.0,0.013278925257619133,1047.6,0.010536222007878931,7.6923076923076925,0.22716801275062543,0.3046874954598025,5
D4,4.049985599517822,3.1666666666666665,25996.0,0.046874999301508076,ENT,4.0,2636.0,0.021683124323184796,998.6,0.013643440996252329,6.620209059233449,0.34102405844592965,2.242187466588803,5
D4,32.38912041982015,3.0,23429.0,0.03124999953433872,ENT,3.0,3220.0,0.013278925257619133,1047.6,0.010536222007878931,6.0606060606060606,0.3353921646566367,1.5468749769497667,5
D4,2.2158541679382324,3.0,30915.0,0.01562499976716936,ENT,3.0,2636.0,0.021683124323184796,998.6,0.013643440996252329,12.76595744680851,0.32288003231763795,0.36718749452847993,5
D4,,,27862.0,0.0,ENT,,3220.0,0.013278925257619133,1047.6,0.010536222007878931,0.0,0.0,0.6874999897554518,5
D4,48.38043737411499,3.5,27862.0,0.01562499976716936,ENT,4.0,2636.0,0.021683124323184796,998.6,0.013643440996252329,7.954545454545454,0.33027212574672515,0.6874999897554518,5
D4,,3.0,22631.0,0.00781249988358468,ENT,3.0,3220.0,0.013278925257619133,1047.6,0.010536222007878931,8.333333333333332,0.38927997813701665,0.28124999580904847,5
D4,,4.0,29862.0,0.00781249988358468,ENT,4.0,2636.0,0.021683124323184796,998.6,0.013643440996252329,2.1052631578947367,0.15084799154329315,1.484374977881089,5
D4,13.597143292427063,3.0,28845.0,0.023437499650754038,ENT,3.0,3220.0,0.013278925257619133,1047.6,0.010536222007878931,7.142857142857142,0.22143982020855218,0.9843749853316697,5
D4,,,17151.0,0.0,ENT,,2636.0,0.021683124323184796,998.6,0.013643440996252329,0.0,0.0,0.08593749871943147,5
D4,,,15458.0,0.0,ENT,,3220.0,0.013278925257619133,1047.6,0.010536222007878931,0.0,0.0,0.1562499976716936,5
D4,,,17151.0,0.0,ENT,,2636.0,0.021683124323184796,998.6,0.013643440996252329,0.0,0.0,0.22656249662395572,5
D4,,3.0,16567.0,0.00781249988358468,ENT,3.0,3220.0,0.013278925257619133,1047.6,0.010536222007878931,4.615384615384616,0.17939191044283048,0.5078124924330042,5
D4,,,26913.0,0.0,ENT,,2636.0,0.021683124323184796,998.6,0.013643440996252329,0.0,0.0,0.4765624928986655,5
D4,,,23429.0,0.0,ENT,,3220.0,0.013278925257619133,1047.6,0.010536222007878931,0.0,0.0,0.36718749452847993,5
D4,6.516198515892029,3.0,26913.0,0.07031249895226212,ENT,3.0,2636.0,0.021683124323184796,998.6,0.013643440996252329,6.940874035989718,0.27462355383301446,3.0390624547144407,5
D4,47.27922761440277,3.6666666666666665,22631.0,0.023437499650754038,ENT,4.0,3220.0,0.013278925257619133,1047.6,0.010536222007878931,4.230769230769231,0.22361594850397187,2.0312499697320168,5
D4,21.027897596359253,3.0,23429.0,0.046874999301508076,ENT,3.0,3220.0,0.013278925257619133,1047.6,0.010536222007878931,2.903225806451613,0.12134406534814737,4.843749927822501,5
D4,,,28845.0,0.0,ENT,,2636.0,0.021683124323184796,998.6,0.013643440996252329,0.0,0.0,0.42187499371357273,5
D4,28.46005290746689,3.0,27862.0,0.0390624994179234,ENT,3.0,3220.0,0.013278925257619133,1047.6,0.010536222007878931,4.73186119873817,0.2099841801824543,2.4765624630963434,5
D4,4.4391632080078125,3.0,27862.0,0.01562499976716936,ENT,3.0,3220.0,0.013278925257619133,1047.6,0.010536222007878931,1.3953488372093024,0.04326421703004514,3.3593749499414125,5
D4,,,16567.0,0.0,ENT,,3220.0,0.013278925257619133,1047.6,0.010536222007878931,0.0,0.0,0.585937491268851,5
D4,,3.0,17155.0,0.00781250002910383,ENT,3.0,1000.0,0.039133290048220866,500.0,0.025063781287542494,9.375,0.5841279424135682,0.2500000009313226,2
D4,,3.0,17155.0,0.00781250002910383,ENT,3.0,933.0,0.016872561745606248,311.0,0.011232367209345178,4.10958904109589,0.14614388401114897,0.5703125021245796,3
D4,,,13934.0,0.0,ENT,,1000.0,0.039133290048220866,500.0,0.025063781287542494,0.0,0.0,0.01562500005820766,2
D4,,,13934.0,0.0,ENT,,933.0,0.016872561745606248,311.0,0.011232367209345178,0.0,0.0,0.00781250002910383,3
D4,21.08208465576172,3.0,17155.0,0.03125000011641532,ENT,3.0,1000.0,0.039133290048220866,500.0,0.025063781287542494,4.651162790697675,0.24284795017111283,2.0156250075087883,2
D4,,3.0,13934.0,0.00781250002910383,ENT,3.0,933.0,0.016872561745606248,311.0,0.011232367209345178,2.054794520547945,0.11839997067451466,1.1406250042491592,3
D4,,3.0,13934.0,0.00781250002910383,ENT,3.0,1000.0,0.039133290048220866,500.0,0.025063781287542494,6.521739130434782,0.2503359699634312,0.3593750013387762,2
D4,,,14934.0,0.0,ENT,,933.0,0.016872561745606248,311.0,0.011232367209345178,0.0,0.0,0.2031250007566996,3
D4,,,14934.0,0.0,ENT,,1000.0,0.039133290048220866,500.0,0.025063781287542494,0.0,0.0,0.02343750008731149,2
D4,,,17155.0,0.0,ENT,,933.0,0.016872561745606248,311.0,0.011232367209345178,0.0,0.0,0.01562500005820766,3
D4,48.27019262313843,3.6666666666666665,14934.0,0.02343750008731149,ENT,4.0,933.0,0.016872561745606248,311.0,0.011232367209345178,15.068493150684931,0.6271999352693556,0.5703125021245796,3
D4,,,14934.0,0.0,ENT,,1000.0,0.039133290048220866,500.0,0.025063781287542494,0.0,0.0,0.17187500064028427,2
D4,,,13001.0,0.0,ENT,,933.0,0.016872561745606248,311.0,0.011232367209345178,0.0,0.0,0.460937501717126,3
D4,,,17155.0,0.0,ENT,,1000.0,0.039133290048220866,500.0,0.025063781287542494,0.0,0.0,0.0781250002910383,2
D4,,,16006.0,0.0,ENT,,933.0,0.016872561745606248,311.0,0.011232367209345178,0.0,0.0,0.03906250014551915,3
D4,,3.0,13934.0,0.00781250002910383,ENT,3.0,1000.0,0.039133290048220866,500.0,0.025063781287542494,6.122448979591836,0.1982079826228618,0.3828125014260877,2
D4,,,17155.0,0.0,ENT,,933.0,0.016872561745606248,311.0,0.011232367209345178,0.0,0.0,0.0781250002910383,3
D4,,3.0,14934.0,0.00781250002910383,ENT,3.0,1000.0,0.039133290048220866,500.0,0.025063781287542494,8.823529411764707,0.2710079784356355,0.26562500098953024,2
D4,67.04697322845459,3.0,13934.0,0.01562500005820766,ENT,3.0,933.0,0.016872561745606248,311.0,0.011232367209345178,11.320754716981133,0.5108801667052514,0.414062501542503,3
D4,,,13934.0,0.0,ENT,,933.0,0.016872561745606248,311.0,0.011232367209345178,0.0,0.0,0.04687500017462298,3
D4,,,5660.0,0.0,ENT,,491.0,0.011196426091483962,491.0,0.011196426091483962,0.0,0.0,0.03124999953433872,1
D4,,,6067.0,0.0,ENT,,933.0,0.009079126345688639,933.0,0.009079126345688639,0.0,0.0,0.07031249895226212,1
D4,8.525019543511528,3.1333333333333333,5860.0,0.1171874982537702,ENT,4.0,933.0,0.009079126345688639,933.0,0.009079126345688639,2.8606208155812536,0.15542376554870957,12.83593730872963,1
D4,6.475912623935276,3.1578947368421053,6281.0,0.1484374977881089,ENT,4.0,933.0,0.009079126345688639,933.0,0.009079126345688639,3.1201248049921997,0.17577651626204677,15.02343727613334,1
D4,,3.0,5860.0,0.00781249988358468,ENT,3.0,491.0,0.011196426091483962,491.0,0.011196426091483962,5.555555555555555,0.1297600548005096,0.42187499371357273,1
D4,,,5660.0,0.0,ENT,,933.0,0.009079126345688639,933.0,0.009079126345688639,0.0,0.0,0.3124999953433872,1
D4,,,5660.0,0.0,ENT,,933.0,0.009079126345688639,933.0,0.009079126345688639,0.0,0.0,0.1562499976716936,1
D4,,,5860.0,0.0,ENT,,933.0,0.009079126345688639,933.0,0.009079126345688639,0.0,0.0,0.07031249895226212,1
D4,,3.0,6067.0,0.00781249988358468,ENT,3.0,491.0,0.011196426091483962,491.0,0.011196426091483962,14.285714285714285,0.6261439900674822,0.16406249755527827,1
D4,,,5660.0,0.0,ENT,,933.0,0.009079126345688639,933.0,0.009079126345688639,0.0,0.0,0.17968749732244763,1
D4,11.343205625360662,3.1666666666666665,6731.0,0.09374999860301615,ENT,4.0,491.0,0.011196426091483962,491.0,0.011196426091483962,3.917525773195876,0.17388816663789503,7.57812488707714,1
D4,10.152222871780396,3.5,5860.0,0.0781249988358468,ENT,4.0,933.0,0.009079126345688639,933.0,0.009079126345688639,5.335365853658536,0.2733437303700487,5.12499992363155,1
D4,9.141074840839092,3.142857142857143,7468.0,0.10937499837018552,ENT,4.0,933.0,0.009079126345688639,933.0,0.009079126345688639,2.70935960591133,0.1507842890801387,12.687499810941521,1
D4,5.875591254234314,3.1904761904761907,6968.0,0.16406249755527827,ENT,5.0,933.0,0.009079126345688639,933.0,0.009079126345688639,5.0604229607250755,0.23347213516425885,10.343749845866116,1
D4,19.450409253438313,3.0,7214.0,0.05468749918509276,ENT,3.0,491.0,0.011196426091483962,491.0,0.011196426091483962,4.276985743380855,0.19100811047839955,3.835937442840078,1
D4,,,5860.0,0.0,ENT,,491.0,0.011196426091483962,491.0,0.011196426091483962,0.0,0.0,0.976562485448085,1
D4,,3.0,5467.0,0.00781249988358468,ENT,3.0,933.0,0.009079126345688639,933.0,0.009079126345688639,6.122448979591836,0.13065598710393925,0.38281249429564934,1
D4,,,5860.0,0.0,ENT,,933.0,0.009079126345688639,933.0,0.009079126345688639,0.0,0.0,0.00781249988358468,1
D4,,,6968.0,0.0,ENT,,475.0,0.015578054944172427,475.0,0.015578054944172427,0.0,0.0,0.10156249848660084,1
D4,,,7468.0,0.0,ENT,,,0.0,,0.0,0.0,0.0,0.0781249988358468,0
D4,13.428640604019165,3.0,7214.0,0.0781249988358468,ENT,3.0,475.0,0.015578054944172427,475.0,0.015578054944172427,3.215434083601286,0.1255040969624505,7.2890623913845065,1
D4,,3.0,7468.0,0.00781249988358468,ENT,3.0,,0.0,,0.0,5.0,0.23443214245986727,0.4687499930150808,0
D4,13.319386641184488,3.2,7731.0,0.0781249988358468,ENT,4.0,,0.0,,0.0,7.158836689038031,0.38140825358914954,3.492187447962352,0
D4,8.387639709881373,3.0,8881.0,0.1171874982537702,ENT,3.0,475.0,0.015578054944172427,475.0,0.015578054944172427,4.495504495504496,0.2018241181697828,7.820312383468265,1
D4,3.5688244104385376,3.0,7731.0,0.023437499650754038,ENT,3.0,,0.0,,0.0,2.990033222591362,0.13110413952016622,2.3515624649589886,0
D4,7.899584099650383,3.1176470588235294,7468.0,0.13281249802093956,ENT,4.0,475.0,0.015578054944172427,475.0,0.015578054944172427,3.0062393647192285,0.15952028096437038,13.773437294759791,1
D4,21.928010034561158,3.3333333333333335,8004.0,0.046874999301508076,ENT,4.0,,0.0,,0.0,6.688963210702341,0.32985601082658755,2.335937465191819,0
D4,,,7214.0,0.0,ENT,,475.0,0.015578054944172427,475.0,0.015578054944172427,0.0,0.0,0.0,1
D4,,,7214.0,0.0,ENT,,,0.0,,0.0,0.0,0.0,0.0,0
D4,,,5660.0,0.0,ENT,,475.0,0.015578054944172427,475.0,0.015578054944172427,0.0,0.0,0.0,1
D4,,,7214.0,0.0,ENT,,,0.0,,0.0,0.0,0.0,0.00781249988358468,0
D4,,,7214.0,0.0,ENT,,475.0,0.015578054944172427,475.0,0.015578054944172427,0.0,0.0,0.16406249755527827,1
D4,,,5467.0,0.0,ENT,,,0.0,,0.0,0.0,0.0,0.12499999813735488,0
D4,,,7214.0,0.0,ENT,,475.0,0.015578054944172427,475.0,0.015578054944172427,0.0,0.0,0.01562499976716936,1
D4,,,7214.0,0.0,ENT,,,0.0,,0.0,0.0,0.0,0.0,0
D4,4.874936580657959,3.0,7731.0,0.01562499976716936,ENT,3.0,475.0,0.015578054944172427,475.0,0.015578054944172427,1.929260450160772,0.10105594842052537,2.4296874637948354,1
D4,19.701817655563353,3.0,7468.0,0.046874999301508076,ENT,3.0,,0.0,,0.0,5.555555555555555,0.2131838319721247,2.531249962281436,0
D4,9.066195726394653,3.2,8881.0,0.0781249988358468,ENT,4.0,475.0,0.015578054944172427,475.0,0.015578054944172427,1.4732965009208103,0.07395129540635206,16.968749747145925,1
D4,12.257131695747375,3.0,7468.0,0.07031249895226212,ENT,3.0,,0.0,,0.0,4.433497536945813,0.2110401137018187,4.75781242910307,0
D4,26.532147645950317,3.0,8881.0,0.023437499650754038,ENT,3.0,,0.0,,0.0,2.2670025188916876,0.0972479567341811,3.101562453783118,0
D4,52.424479365348816,3.0,7214.0,0.023437499650754038,ENT,3.0,475.0,0.015578054944172427,475.0,0.015578054944172427,2.857142857142857,0.07081609113788469,2.460937463329174,1
D4,,3.0,7468.0,0.00781249988358468,ENT,3.0,,0.0,,0.0,8.571428571428571,0.4385281288843136,0.2734374959254638,0
D4,,,7214.0,0.0,ENT,,475.0,0.015578054944172427,475.0,0.015578054944172427,0.0,0.0,0.023437499650754038,1
D4,,,7214.0,0.0,ENT,,,0.0,,0.0,0.0,0.0,0.01562499976716936,0
D4,,,16567.0,0.0,ENT,,9498.0,0.015074718449947727,3033.5,0.009544905369286141,0.0,0.0,0.22656249662395572,4
D4,,,16567.0,0.0,ENT,,16984.0,0.0422022495317899,7509.5,0.019263484050564363,0.0,0.0,0.28124999580904847,6
